Source_row,中文名,学名,省份,引用,原搁置原因,建议裁定,置信度,裁定依据
1832,中国瘰螈,Paramesotriton chinensis,,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.0331",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1833,广西瘰螈,Trituroides guangxiensis,,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.0331",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1869,帆背龙蜥,Diploderma vela,西藏,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202",新种描述文献中的伴随物种记录，非明确新纪录事件,B2 排除-调查/名录条目,高,调查/名录类文献条目，非事件级新纪录
1873,滑腹龙蜥,Diploderma laeviventre,西藏,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202",新种描述文献中的伴随物种记录，非明确新纪录事件,B2 排除-调查/名录条目,高,调查/名录类文献条目，非事件级新纪录
1875,澜沧蝮,Gloydius huangi,西藏,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202",新种描述文献中的伴随物种记录，非明确新纪录事件,B2 排除-调查/名录条目,高,调查/名录类文献条目，非事件级新纪录
1879,四爪陆龟,Testudo horsfieldii,,"巴特乔龙, 杨长乐, 姚书印, 牛忠泽, 柴永斌, & 徐峰 (2019). 新疆艾比湖湿地国家级自然保护区发现四爪陆龟 动物学杂志, 54(6), 859 https://doi.org/10.13859/j.cjz.",记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1886,爪哇异盾蛇,Xenodermus javanicus,,Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Son,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1890,四川费氏蛙,Feirana quadranus,重庆、甘肃、湖北、四川、陕西,Xin YANG and Bin WANG and Junhua HU and Jianping JIANG (2011). A New Species of the Genus Feirana (Amphibia: A,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1895,大理瘰螈,Tylototriton taliangensis,,Daode YANG and Jianping JIANG and Youhui SHEN and Dongbo FEI (2014). A New Species of the Genus Tylototriton (,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1896,贵州瘰螈,Tylototriton kweichowensis,,Daode YANG and Jianping JIANG and Youhui SHEN and Dongbo FEI (2014). A New Species of the Genus Tylototriton (,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1902,棘短腿蟾,Brachytarsophrys carinense,,Yao Li and Dan-Dan Zhang and Zhi-Tong Lyu and Jian Wang and Yu-Long Li and Zu-Yao Liu and Hong-Hui Chen and Di,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1906,波氏短腿蟾,Brachytarsophrys popei,,Yao Li and Dan-Dan Zhang and Zhi-Tong Lyu and Jian Wang and Yu-Long Li and Zu-Yao Liu and Hong-Hui Chen and Di,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1909,鼻棱皮树蛙,Kurixalus naso,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1910,海南棱皮树蛙,Kurixalus hainanus,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1911,齿腿棱皮树蛙,Kurixalus odontotarsus,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1918,峨眉角蟾,Megophrys omeimontis,,"江建平、叶昌媛、费梁 (2008). 中国湖南角蟾科一新种——桑植角蟾 动物学研究, 29(2), 219-222",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1919,景东角蟾,Megophrys jingdongensis,,"江建平、叶昌媛、费梁 (2008). 中国湖南角蟾科一新种——桑植角蟾 动物学研究, 29(2), 219-222",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1922,花臭蛙,Odorrana schmackeri,重庆,"费梁、叶昌媛、谢锋、江建平 (2007). 中国四川省蛙科一新种——南江臭蛙 (两栖纲:无尾目) 动物学研究, 28(5), 551-555",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1932,中国林蛙,Rana chensinensis,吉林,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
1933,东北林蛙,Rana dybowskii,吉林,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
1936,乌苏里蝮,Gloydius ussuriensis,黑龙江,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
1940,高栏布角蟾,Boulenophrys gaolanensis,广东,Yi-Yang Zhao and Shi-Shi Lin and Yuan-Hang Li and Zhi-Tong Lyu and Ke Zheng and Zhao-Chi Zeng and Amaël Borzée,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1953,宜章臭蛙,Odorrana yizhangensis,湖北,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
1956,鳄蜥,Shinisaurus crocodilurus,北江省和广宁,Mona van Schingen and Minh Duc Le and Hanh Thi Ngo and Cuong The Pham and Quynh Quy Ha and Truong Quang Nguyen,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1958,中国大鲵,Andrias davidianus,,Fang Yan、Jingcai Lü、Baolin Zhang、Zhiyong Yuan、Haipeng Zhao、Song Huang、Gang Wei、Xue Mi、Dahu Zou、Wei Xu、Shu Chen,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1959,日本大鲵,Andrias japonicus,,Fang Yan、Jingcai Lü、Baolin Zhang、Zhiyong Yuan、Haipeng Zhao、Song Huang、Gang Wei、Xue Mi、Dahu Zou、Wei Xu、Shu Chen,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1965,大头龟,Platysternon megacephalum,,Shiping Gong and Chatmongkon Suwannapoom and Minh Le and Truong Quang Nguyen and Yan Ge and Yufeng Wei and Yan,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1977,高山棘螈,Echinotriton maxiquadratus,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1978,南澳岛角蟾,Boulenophrys insularis,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1979,三明角蟾,Boulenophrys sanmingensis,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1980,潮州湍蛙,Amolops teochew,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1984,东莞角蟾,Boulenophrys dongguanensis,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1985,挂墩角蟾,Boulenophrys kuatunensis,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1986,云开角蟾,Boulenophrys yunkaiensis,,JIAN WANG and ZHAO-CHI ZENG and ZHI-TONG LYU and SHUO QI and ZU-YAO LIU and HONG-HUI CHEN and YU-HONG LU and H,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1996,疣背瘰螈,Tylototriton asperrimus,,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1998,琉球棘螈,Echinotriton andersoni,,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1999,瓦氏肋突螈,Pleurodeles waltl,,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2000,绿纹钝口螈,Notophthalmus viridescens,,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2005,鼻疣纤树蛙,Kurixalus naso,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2006,海南纤树蛙,Kurixalus hainanus,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2007,齿跗纤树蛙,Kurixalus odontotarsus,,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan,",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2014,宜章臭蛙,Odorrana yizhangensis,湖北,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
2017,棘皮树蛙,Theloderma moloch,西藏,Ke JIANG and Fang YAN and Kai WANG and Da-Hu ZOU and Cheng LI and Jing CHE (2016). A new genus and species of ,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
2024,林芝齿蟾,Scutiger nyingchiensis,,Ke JIANG and Kai WANG and Da-Hu ZOU and Fang YAN and Pi-Peng LI and Jing CHE (2016). A new species of the genu,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2025,宝兴齿蟾,Scutiger boulengeri,甘肃、西藏,Ke JIANG and Kai WANG and Da-Hu ZOU and Fang YAN and Pi-Peng LI and Jing CHE (2016). A new species of the genu,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
2026,斑纹齿蟾,Scutiger maculatus,,Ke JIANG and Kai WANG and Da-Hu ZOU and Fang YAN and Pi-Peng LI and Jing CHE (2016). A new species of the genu,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2033,北草蜥,Takydromus septentrionalis,,nan,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2034,崇安草蜥,Takydromus sylvaticus,,nan,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
2035,原尾蜥虎,Hemidactylus bowringii,海南,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
